MusterCallsDate,MobilizatonSymbol,Countycode,RegistrationAddress,RecallUnit
20200316,精誠甲字953009,66000,臺中市后里區馬場路292號,后里南營區
20200317,精誠甲字953010,66000,臺中市后里區馬場路292號,后里南營區
20200317,精誠甲字943001,67000,臺南市大內區日新村新厝子45號,大內營區
20200317,精誠甲字952016,10020,嘉義市大林鎮中坑里第1鄰沙崙1之9號,中坑營區
20200318,精誠甲字952017,10020,嘉義市大林鎮中坑里第1鄰沙崙1之9號,中坑營區
20200318,精誠甲字943013,64000,高雄市阿蓮區復安路232號,天山營區
20200318,精誠甲字953014,66000,臺中市后里區馬場路292號,后里南營區
20200318,精誠甲字953016,66000,臺中市神岡區圳堵里神清路163號,圳堵營區
20200319,精誠甲字953017,66000,臺中市神岡區圳堵里神清路163號,圳堵營區
20200319,精誠甲字953015,66000,臺中市后里區馬場路292號,后里南營區
20200319,精誠甲字952018,10020,嘉義市大林鎮中坑里第1鄰沙崙1之9號,中坑營區
20200320,精誠甲字943020,64000,高雄市鳳山區鳳頂路1000號,金湯營區
20200320,精誠甲字943006,67000,臺南市永康區中山南路363號,湯山營區
20200320,仁愛甲字932014,68000,桃園市蘆竹區草仔崎156號,草仔崎營區
20200321,博愛甲字231601,65000,新北市淡水區中正路二段53號,忠莊營區
20200321,博愛甲字231602,65000,新北市淡水區中正路二段53號,忠莊營區
20200321,博愛甲字231605,65000,新北市淡水區中正路二段53號,忠莊營區
20200321,博愛甲字231606,65000,新北市淡水區中正路二段53號,忠莊營區
20200321,博愛甲字241204,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200321,博愛甲字251604,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區
20200321,忠貞甲字230800,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200321,大業甲字240305,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區
20200321,精誠甲字250801,67000,臺南市白河區內角里2號,內角營區
20200321,精誠甲字250803,67000,臺南市白河區內角里2號,內角營區
20200321,精誠甲字251006,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區
20200321,精誠甲字251010,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區
20200321,精誠甲字240101,67000,臺南市永康區中山南路363號,湯山營區
20200321,精誠甲字240102,67000,臺南市永康區中山南路363號,湯山營區
20200321,精誠甲字240902,64000,高雄市鳳山區鳳頂路1000號,金湯營區
20200321,精誠甲字240909,64000,高雄市鳳山區鳳頂路1000號,金湯營區
20200324,精誠甲字933005,68000,桃園市楊梅區高山里高獅路86巷10–1號,高山頂營區
20200324,忠貞甲字932003,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200324,博愛甲字933706,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區
20200325,博愛甲字933707,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區
20200325,精誠甲字933006,68000,桃園市楊梅區高山里高獅路86巷10–1號,高山頂營區
20200326,博愛甲字932031,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區
20200327,博愛甲字932027,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區
20200331,忠貞甲字932007,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200331,精誠甲字933042,10018,新竹市東區八德路2號,新竹火車站
20200401,忠貞甲字953001,66000,臺中市大雅區中清路五段2號,硬漢營區
20200406,博愛甲字933704,65000,新北市土城區仁愛路23號,仁愛營區
20200406,博愛甲字236300,65000,新北市淡水區中正路二段53號,忠莊營區
20200406,博愛甲字211102,10016,澎湖縣湖西鄉西溪村13鄰西溪128號,太武北營區
20200407,博愛甲字933002,65000,新北市土城區仁愛路23號,仁愛營區
20200407,博愛甲字932033,65000,新北市淡水區中正路二段53號,忠莊營區
20200407,忠貞甲字952001,66000,臺中市大雅區中清路五段2號,硬漢營區
20200408,博愛甲字932035,65000,新北市淡水區中正路二段53號,忠莊營區
20200408,博愛甲字933003,65000,新北市土城區仁愛路23號,仁愛營區
20200408,精誠甲字933045,65000,新北市新店區復興路82號,新店西營區
20200409,博愛甲字932036,65000,新北市淡水區中正路二段53號,忠莊營區
20200410,忠貞甲字932009,10002,宜蘭縣員山鄉復興路92號,員山營區
20200410,仁愛甲字952004,66000,臺中市大肚區遊園路一段1號,虎威營區
20200410,仁愛甲字932006,65000,新北市萬里區大仁街191號,萬里營區
20200411,大業甲字240310,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區
20200411,大業甲字240303,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區
20200411,大業甲字210100,10016,澎湖縣馬公市文山路900號,定海營區
20200411,博愛甲字231206,65000,新北市淡水區中正路二段53號,忠莊營區
20200411,博愛甲字251606,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區
20200411,忠貞甲字250600,66000,臺中市大雅區中清路五段2號,硬漢營區
20200411,忠貞甲字230104,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200413,博愛甲字933005,65000,新北市土城區仁愛路23號,仁愛營區
20200413,博愛甲字952006,10005,苗栗縣苗栗市府前路56號,建功營區
20200413,博愛甲字211101,10016,澎湖縣湖西鄉西溪村13鄰西溪128號,太武北營區
20200414,博愛甲字932020,65000,新北市土城區仁愛路23號,仁愛營區
20200414,精誠甲字923009,10015,花蓮縣新城鄉嘉新村華西路179號,花蓮基地
20200415,精誠甲字933040,65000,新北市鶯歌區八德路99號,岳崙營區
20200415,仁愛甲字921003,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地
20200415,精誠甲字943012,64000,高雄市阿蓮區復安路232號,天山營區
20200415,精誠甲字943039,67000,臺南市白河區東山里科里里5710號,武嶺營區
20200415,精誠甲字953041,10007,彰化縣田中鎮中州路1號,田中火車站
20200415,精誠甲字953043,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200415,博愛甲字932018,65000,新北市土城區仁愛路23號,仁愛營區
20200415,仁愛甲字941003,64000,高雄市岡山區介壽西路西首1號,岡山基地
20200416,仁愛甲字942001,64000,高雄市岡山區介壽西路西首1號,岡山基地
20200416,仁愛甲字923002,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地
20200417,仁愛甲字923006,10015,花蓮縣新城鄉華興街125號,北埔營區
20200417,仁愛甲字942010,64000,高雄市林園區林家村1鄰龍潭路500號,虎踞營區
20200417,忠貞甲字932010,10017,基隆市中正區義一路3號,新營區
20200418,博愛甲字231207,65000,新北市淡水區中正路二段53號,忠莊營區
20200418,博愛甲字251607,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區
20200418,忠義甲字230200,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區
20200418,精誠甲字241005,64000,高雄市鳳山區鳳頂路1000號,金湯營區
20200418,精誠甲字250102,66000,臺中市和平區東關路1段岳武巷5號,麗陽營區
20200418,精誠甲字231604,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區
20200420,精誠甲字932026,68000,桃園市中壢區龍東路750號,建國營區
20200421,精誠甲字932027,68000,桃園市中壢區龍東路750號,建國營區
20200421,大業甲字942005,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區
20200421,忠貞甲字952002,66000,臺中市大雅區中清路五段2號,硬漢營區
20200422,大業甲字942007,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區
20200422,精誠甲字943038,67000,臺南市仁德區機場路55巷60號,仁德營區
20200422,精誠甲字932028,68000,桃園市中壢區龍東路750號,建國營區
20200422,精誠甲字933033,68000,桃園市中壢區普忠路1號,中原營區
20200422,精誠甲字923014,10014,臺東市中興路3段69巷120號,豐年西營區
20200423,精誠甲字932029,68000,桃園市中壢區龍東路750號,建國營區
20200423,大業甲字942008,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區
20200424,精誠甲字933019,68000,桃園市中壢區龍東路750號,建國營區
20200424,忠貞甲字952003,66000,臺中市大雅區中清路五段2號,硬漢營區
20200424,忠貞甲字932011,65000,新北市板橋區民生路一段32號,民生營區
20200425,忠義甲字280400,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區
20200427,仁愛甲字141900,64000,高雄市小港區大平路236號,神電營區
20200428,精誠甲字923019,10015,花蓮市國聯一路100號,花蓮火車站
20200428,博愛甲字952002,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區
20200428,博愛甲字952003,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區
20200429,精誠甲字953032,66000,臺中市新社區興社街二段1之1號旁,東興營區
20200502,忠貞甲字250500,66000,臺中市大雅區中清路五段2號,硬漢營區
20200502,忠貞甲字230900,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200502,忠貞甲字230101,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200502,忠貞甲字230103,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200502,博愛甲字231208,65000,新北市淡水區中正路二段53號,忠莊營區
20200502,博愛甲字231209,65000,新北市淡水區中正路二段53號,忠莊營區
20200502,博愛甲字231201,65000,新北市淡水區中正路二段53號,忠莊營區
20200502,博愛甲字231202,65000,新北市淡水區中正路二段53號,忠莊營區
20200504,博愛甲字256200,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200504,博愛甲字246500,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200504,博愛甲字953010,10007,彰化縣彰化市卦山路14號,龍泉營區
20200505,精誠甲字942002,67000,台南市大內區日新村新厝子45號,大內營區
20200506,精誠甲字923015,10015,花蓮市國福里國福街91號,國福里營區
20200506,精誠甲字932001,10002,宜蘭縣三星鄉貴林路2段2號,紅柴林營區
20200506,精誠甲字943037,67000,臺南市新營區中營里中山路1號,新營火車站
20200506,衛國甲字943002,64000,高雄市左營區軍校路553號,仁愛營區
20200506,仁愛甲字951004,10010,嘉義縣水上鄉榮典路1號,嘉義基地
20200507,仁愛甲字951006,10010,嘉義縣水上鄉榮典路1號,嘉義基地
20200507,精誠甲字932004,10002,宜蘭縣三星鄉貴林路2段2號,紅柴林營區
20200508,仁愛甲字923005,10015,花蓮市新興路100號,美崙營區
20200508,仁愛甲字952003,10010,嘉義縣水上鄉榮典路1號,嘉義基地
20200508,博愛甲字953011,10007,彰化縣彰化市卦山路14號,龍泉營區
20200509,博愛甲字221101,65000,新北市淡水區中正路二段53號,忠莊營區
20200509,博愛甲字221102,65000,新北市淡水區中正路二段53號,忠莊營區
20200509,博愛甲字222200,65000,新北市淡水區中正路二段53號,忠莊營區
20200509,博愛甲字221108,65000,新北市淡水區中正路二段53號,忠莊營區
20200509,博愛甲字221109,65000,新北市淡水區中正路二段53號,忠莊營區
20200509,博愛甲字251101,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200509,博愛甲字251102,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200509,博愛甲字251108,66000,臺中市烏區榮泉里中山路三段502號,成功嶺營區
20200509,博愛甲字251109,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200509,博愛甲字241206,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200509,精誠甲字251003,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區
20200509,精誠甲字220101,10015,花蓮縣吉安鄉干城一街46號,美崙營區
20200509,精誠甲字230301,10004,新竹縣關西鎮老?寮東平里1鄰22號,關西營區
20200509,精誠甲字230307,10005,苗栗縣頭份鎮斗煥里1991號,斗煥坪營區
20200509,精誠甲字230309,10004,新竹縣關西鎮老?寮東平里1鄰22號,關西營區
20200511,仁愛甲字941009,10013,屏東縣市勝利路330號,屏東基地
20200511,博愛甲字913001,10016,澎湖縣湖西鄉西溪村13鄰西溪128號,太武北營區
20200512,博愛甲字913701,10016,澎湖縣湖西鄉西溪村13鄰西溪128號,太武北營區
20200513,博愛甲字922010,10014,臺東市中興路三段69巷100號,豐年營區
20200513,博愛甲字922012,10014,臺東市中興路三段69巷100號,豐年營區
20200513,仁愛甲字943003,10013,屏東縣市勝利路330號,屏東基地
20200513,精誠甲字931001,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區
20200513,精誠甲字953025,10009,雲林縣斗六市石榴路228號,大埔營區
20200513,精誠甲字943042,64000,高雄市內門區萊子坑17號,萊子坑營區
20200515,仁愛甲字942006,67000,臺南市西港區金砂里新寮1之3號,閃電營區
20200516,博愛甲字221104,65000,新北市淡水區中正路二段53號,忠莊營區
20200516,博愛甲字241405,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200516,博愛甲字251104,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200516,博愛甲字242800,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200516,忠信甲字120204,10015,花蓮縣花蓮市新興路精忠7村66號,美崙營區
20200516,大業甲字240107,64000,高雄市左營區世運大道3號,南勝利營區
20200516,精誠甲字231304,10005,苗栗縣頭份鎮斗煥里1991號,斗煥坪營區
20200518,仁愛甲字120600,10014,臺東縣臺東市志航路三段1之2號,石川營區
20200518,博愛甲字923002,10014,臺東市中興路三段69巷100號,豐年營區
20200518,博愛甲字953015,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區
20200519,博愛甲字923003,10014,臺東市中興路三段69巷100號,豐年營區
20200519,精誠甲字952001,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200519,精誠甲字933015,68000,桃園市八德區和平路99號,龍蟠營區
20200520,精誠甲字933016,68000,桃園市大溪區介壽路389號,龍華營區
20200520,精誠甲字952002,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200520,博愛甲字923004,10014,臺東市中興路三段69巷100號,豐年營區
20200521,博愛甲字933703,65000,新北市土城區仁愛路23號,仁愛營區
20200521,精誠甲字933017,68000,桃園市八德區和平路99號,龍蟠營區
20200522,博愛甲字932013,65000,新北市土城區仁愛路23號,仁愛營區
20200522,博愛甲字952012,66000,臺中市烏區中山路三段502號,成功嶺營區
20200522,仁愛甲字953003,10005,苗栗縣竹南鎮想思林2550號,金鷹營區
20200523,博愛甲字221105,65000,新北市淡水區中正路二段53號,忠莊營區
20200523,博愛甲字242900,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200523,博愛甲字251105,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200523,博愛甲字241407,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200523,忠貞甲字250400,66000,臺中市大雅區中清路五段2號,硬漢營區
20200523,忠貞甲字230105,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200523,精誠甲字231305,10005,苗栗縣頭份鎮斗煥里1991號,斗煥坪營區
20200523,精誠甲字140600,64000,高雄市大樹區久堂里久堂路19520號,仁美營區
20200523,精誠甲字231603,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區
20200523,精誠甲字240308,67000,台南市大內區新里新厝仔路45號,大內營區
20200523,精誠甲字241007,64000,高雄市鳳山區鳳頂路1000號,金湯營區
20200523,忠義甲字280300,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區
20200525,仁愛甲字120400,10015,花蓮縣新城鄉華興街125號,北埔營區
20200525,博愛甲字923005,10014,臺東市中興路三段69巷100號,豐年營區
20200526,博愛甲字923006,10014,臺東市中興路三段69巷100號,豐年營區
20200526,博愛甲字923007,10014,臺東市中興路三段69巷100號,豐年營區
20200527,博愛甲字923702,10014,臺東市中興路三段69巷100號,豐年營區
20200527,精誠甲字231401,68000,桃園市平鎮區中豐路山頂段2號,漢陽營區
20200527,精誠甲字231402,68000,桃園市平鎮區中豐路山頂段2號,漢陽營區
20200530,精誠甲字231306,10005,苗栗縣頭份鎮斗煥里1991號,斗煥坪營區
20200530,精誠甲字220102,10014,臺東市中興路4段763巷86號,利嘉營區
20200530,精誠甲字230304,10004,新竹縣關西鎮老?寮東平里1鄰22號,關西營區
20200530,精誠甲字250500,66000,臺中市大雅區忠義里信義路126號,北大營區
20200530,博愛甲字241408,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200530,博愛甲字241409,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200530,博愛甲字241401,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200530,博愛甲字241402,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200530,博愛甲字251302,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200530,博愛甲字221106,65000,新北市淡水區中正路二段53號,忠莊營區
20200602,博愛甲字942001,67000,臺南市長榮路5段393號,長榮營區
20200603,博愛甲字942005,67000,臺南市長榮路5段393號,長榮營區
20200603,精誠甲字931002,65000,新北市三峽區介壽路二段6巷,三峽營區
20200605,仁愛甲字932012,68000,桃園市楊梅區楊湖路一段367巷51號,慧星營區
20200605,仁愛甲字933010,68000,桃園市楊梅區楊湖路一段367巷51號,慧星營區
20200606,博愛甲字211202,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區
20200606,博愛甲字231303,65000,新北市淡水區中正路二段53號,忠莊營區
20200606,博愛甲字251303,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200608,博愛甲字943701,67000,臺南市長榮路5段393號,長榮營區
20200608,仁愛甲字121000,10015,花蓮縣新城鄉華興街125號,北埔營區
20200608,仁愛甲字141300,10013,屏東縣枋山鄉加祿村加祿路192號,加祿堂營區
20200608,仁愛甲字141800,67000,臺南市新化區五甲勢120號,新化營區
20200609,博愛甲字943001,67000,臺南市長榮路5段393號,長榮營區
20200612,仁愛甲字952006,10009,雲林縣褒忠鄉新湖村復興路2512號,迅電營區
20200613,博愛甲字231306,65000,新北市淡水區中正路二段53號,忠莊營區
20200613,博愛甲字251305,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200613,忠貞甲字230106,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200613,仁愛甲字140200,67000,臺南市南區機場路905號,南鞍營區
20200613,大業甲字240201,10013,屏東縣恆春鎮省北路二段80號,仁壽營區
20200613,精誠甲字250600,66000,臺中市大雅區忠義里信義路126號,北大營區
20200613,精誠甲字231503,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區
20200613,精誠甲字231508,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區
20200613,精誠甲字250103,66000,臺中市和平區東關路一段岳武巷5號,麗陽營區
20200613,精誠甲字250302,66000,臺中市烏日區學田路719號,成功嶺營區
20200615,博愛甲字942015,10013,屏東縣屏東市建國路239號,大東營區
20200615,博愛甲字942016,10013,屏東縣屏東市建國路239號,大東營區
20200615,博愛甲字942017,10013,屏東縣屏東市建國路239號,大東營區
20200616,博愛甲字942018,10013,屏東縣屏東市建國路239號,大東營區
20200616,博愛甲字942019,10013,屏東縣屏東市建國路239號,大東營區
20200616,博愛甲字942021,10013,屏東縣屏東市建國路239號,大東營區
20200616,軍勤甲字951402,10008,南投縣草屯鎮草溪路68巷7號,南投工務段
20200616,精誠甲字932012,10002,宜蘭縣宜蘭市建軍路46號,金六結營區
20200617,精誠甲字932013,10002,宜蘭縣宜蘭市建軍路46號,金六結營區
20200617,精誠甲字922001,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區
20200617,仁愛甲字931001,10018,新竹市北區中正路699號,新竹基地
20200617,仁愛甲字931005,63000,臺北市松山區民權東路4段121號,松山基地
20200617,仁愛甲字922003,10015,花蓮縣新城鄉佳林村佳林105號,佳山基地
20200617,精誠甲字943017,67000,台南市永康區復興路235號,網寮南營區
20200617,精誠甲字953045,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區
20200617,忠義甲字931001,10017,基隆市中山二路94號,居仁營區
20200617,博愛甲字943703,10013,屏東縣屏東市建國路239號,大東營區
20200617,仁愛甲字933002,63000,臺北市松山區民權東路4段121號,松山基地
20200618,仁愛甲字933001,10018,新竹市北區中正路699號,新竹基地
20200618,仁愛甲字923004,10015,花蓮縣新城鄉佳林村佳林105號,佳山基地
20200618,精誠甲字933002,10002,宜蘭市建軍路46號,金六結營區
20200622,精誠甲字942001,67000,台南市大內區日新村新厝子45號,大內營區
20200630,精誠甲字933038,10004,新竹縣關西鎮東山里湳湖17號,湳湖營區
20200704,精誠甲字240309,67000,台南市官田區官田里官田路279號,官田營區
20200704,精誠甲字240303,67000,台南市官田區官田里官田路279號,官田營區
20200704,博愛甲字231307,65000,新北市淡水區中正路二段53號,忠莊營區
20200704,博愛甲字251301,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200708,博愛甲字932042,63000,臺北市北投區中央北路2段70號,復興崗校區
20200709,博愛甲字932043,63000,臺北市北投區中央北路2段70號,復興崗校區
20200710,衛國甲字943001,64000,高雄市苓雅區中正一路2號,南勤營區
20200711,忠貞甲字932005,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200711,忠貞甲字230102,68000,桃園市龜山區公西里復興街301之1號,慧敏營區
20200711,博愛甲字952007,66000,臺中市西屯區青海路二段111號,青海營區
20200711,博愛甲字231506,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區
20200711,博愛甲字251203,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200711,博愛甲字241205,64000,高雄市燕巢區鳳旗路23號,鳳雄營區
20200711,博愛甲字233601,65000,新北市淡水區中正路二段53號,忠莊營區
20200711,博愛甲字233604,65000,新北市淡水區中正路二段53號,忠莊營區
20200711,精誠甲字231703,10004,新竹縣湖口鄉鳳山村勝利路2段358號,湖口四營區
20200711,精誠甲字240901,10013,屏東縣枋山鄉加祿村加祿路192號,加祿堂營區
20200711,精誠甲字250308,66000,臺中市烏日區學田路719號,成功嶺營區
20200711,精誠甲字250401,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200711,精誠甲字240903,10013,屏東縣枋山鄉加祿村加祿路192號,加祿堂營區
20200711,精誠甲字150200,66000,臺中市后里區馬場路292號,后里營區
20200711,精誠甲字250406,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200711,精誠甲字250407,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200711,精誠甲字942012,10013,屏東縣枋山鄉加祿村加祿路192號,加祿堂營區
20200711,忠義甲字280500,10017,基隆市中山二路94號,居仁營區
20200711,忠信甲字150102,66000,台中市新社區中興村中興嶺100號,中興嶺營區
20200711,仁愛甲字150300,10010,嘉義縣水上鄉榮典路1號,嘉義基地
20200711,仁愛甲字220200,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地
20200711,仁愛甲字250100,66000,臺中市大雅區中清路五段2號,清泉崗基地
20200711,大業甲字240108,64000,高雄市左營區世運大道3號,南勝利營區
20200711,大業甲字130100,68000,桃園市龜山區忠義路二段350號,下湖營區
20200712,精誠甲字932024,10005,苗栗縣頭份鎮斗煥里1191號,斗煥坪營區
20200713,精誠甲字952003,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200714,忠義甲字941003,64000,高雄市左營區介壽路10號,莊強營區
20200714,大業甲字933004,68000,桃園市龜山區忠義路二段350號,下湖西營區
20200714,大業甲字942003,64000,高雄市左營區世運大道3號,南勝利營區
20200715,精誠甲字952011,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200715,精誠甲字952012,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200715,精誠甲字943043,64000,高雄市旗山區旗楠二路25號,衛光營區
20200715,精誠甲字953034,66000,臺中市烏日區成功西路1號,經實營區
20200716,仁愛甲字923003,10014,臺東縣臺東市志航路3段3號,志航基地
20200716,仁愛甲字922001,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地
20200716,仁愛甲字932002,63000,臺北市松山區民權東路4段121號,松山基地
20200716,仁愛甲字941006,67000,臺南市南區機場路905號,臺南基地
20200716,仁愛甲字943001,67000,臺南市南區機場路905號,臺南基地
20200716,仁愛甲字952001,66000,臺中市大雅區中清路5段2號,清泉崗基地
20200718,博愛甲字231503,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區
20200718,博愛甲字233605,65000,新北市淡水區中正路二段53號,忠莊營區
20200718,博愛甲字251403,66000,臺中市烏區榮泉里中山路三段502號,成功嶺營區
20200718,精誠甲字230104,10002,宜蘭縣宜蘭市建軍路46號,金六結營區
20200720,博愛甲字932012,10017,基隆市信義區正信路203號,正信營區
20200721,博愛甲字932009,10017,基隆市信義區正信路203號,正信營區
20200722,博愛甲字932010,10017,基隆市信義區正信路203號,正信營區
20200723,博愛甲字933702,10017,基隆市信義區正信路203號,正信營區
20200724,博愛甲字942011,64000,高雄市燕巢區鳳旗路23號,鳳雄營區
20200724,博愛甲字952027,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區
20200724,仁愛甲字952010,10010,嘉義縣水上鄉榮典路1號,捷雷營區
20200724,仁愛甲字943008,64000,高雄市仁武區中山路1號,考潭營區
20200725,博愛甲字251404,66000,臺中市烏區榮泉里中山路三段502號,成功嶺營區
20200725,博愛甲字232600,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區
20200725,博愛甲字232700,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區
20200725,博愛甲字232800,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區
20200725,博愛甲字233805,65000,新北市淡水區中正路二段53號,忠莊營區
20200725,博愛甲字241503,64000,高雄市燕巢區鳳旗路23號,鳳雄營區
20200725,精誠甲字230107,10002,宜蘭縣宜蘭市建軍路46號,金六結營區
20200725,精誠甲字231102,68000,桃園市八德市介壽路2段1265號,更寮腳營區
20200727,博愛甲字952028,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區
20200727,博愛甲字943011,64000,高雄市燕巢區鳳旗路23號,鳳雄營區
20200729,忠貞甲字922002,10014,臺東縣卑南鄉泰安村361號,太平營區
20200731,博愛甲字952029,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區
20200801,忠興甲字230200,63000,臺北市北投區中央北路二段70號,復興岡營區
20200801,博愛甲字241504,10013,屏東縣枋寮鄉忠誠路1號,新開營區
20200801,博愛甲字233806,65000,新北市淡水區中正路二段53號,忠莊營區
20200801,博愛甲字233807,65000,新北市淡水區中正路二段53號,忠莊營區
20200801,博愛甲字233801,65000,新北市淡水區中正路二段53號,忠莊營區
20200801,博愛甲字251406,66000,臺中市烏區榮泉里中山路三段502號,成功嶺營區
20200801,博愛甲字251801,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區
20200801,博愛甲字251802,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區
20200801,精誠甲字230101,10002,宜蘭縣宜蘭市建軍路46號,金六結營區
20200801,精誠甲字230109,10002,宜蘭縣宜蘭市建軍路46號,金六結營區
20200803,博愛甲字952030,10020,嘉義市東區大雅路二段206號,介壽營區
20200804,博愛甲字932037,63000,臺北市北投區中央北路2段70號,復興崗校區
20200804,精誠甲字933029,10004,新竹縣湖口鄉八德路3段11巷12號,長安營區
20200805,博愛甲字932038,63000,臺北市北投區中央北路2段70號,復興崗校區
20200805,仁愛甲字952002,66000,臺中市大雅區中清路5段2號,清泉崗基地
20200806,博愛甲字932039,63000,臺北市北投區中央北路2段70號,復興崗校區
20200807,博愛甲字952031,10020,嘉義市東區大雅路二段206號,介壽營區
20200807,軍勤甲字951102,66000,臺中市烏日區光日路2251號,臺中工務段
20200808,博愛甲字251804,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區
20200808,博愛甲字252200,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200808,博愛甲字252300,66000,臺中市烏日區中山路三段502號,成功嶺營區
20200808,博愛甲字241508,10013,屏東縣枋寮鄉忠誠路1號,新開營區
20200808,博愛甲字241509,10013,屏東縣枋寮鄉忠誠路1號,新開營區
20200808,博愛甲字241501,10013,屏東縣枋寮鄉忠誠路1號,新開營區
20200808,博愛甲字241502,10013,屏東縣枋寮鄉忠誠路1號,新開營區
20200808,仁愛甲字230100,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區
