MusterCallsDate,MobilizatonSymbol,Countycode,RegistrationAddress,RecallUnit 
2019-08-21,忠義甲字941005,64000,高雄市左營區介壽路10號,武進營區,
2019-08-21,忠貞甲字230300,10002,宜蘭縣建軍路46號,金六結營區,
2019-08-23,博愛甲字942004,67000,臺南市北區長榮路五段393號,長榮營區,
2019-08-23,仁愛甲字943005,10013,屏東縣枋山鄉加祿村加祿路192號,防訓中心,
2019-08-23,精誠甲字942014,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2019-08-24,仁愛甲字220100,10015,花蓮縣新城鄉大漢村花興街1號,神鷹基地,
2019-08-24,精誠甲字231705,10004,新竹縣湖口鄉勝利路二段358號,湖口四營區,
2019-08-24,精誠甲字231701,10004,新竹縣湖口鄉勝利路二段358號,湖口四營區,
2019-08-24,精誠甲字240906,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2019-08-24,精誠甲字260302,9020,金門縣金湖鎮士校路1號,太湖營區,
2019-08-24,博愛甲字221204,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2019-08-24,博愛甲字231403,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2019-08-24,博愛甲字233608,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-08-24,博愛甲字233606,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-08-24,博愛甲字251207,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-08-24,忠貞甲字250200,66000,臺中市大雅區中清路五段2號,硬漢營區,
2019-08-26,精誠甲字943010,64000,高雄市岡山區大莊路66號,嘉興營區,
2019-08-26,忠信甲字130101,68000,桃園市中壢區龍東路21號,龍游營區,
2019-08-27,大業甲字933002,68000,桃園市龜山區忠義路二段350號,下湖西營區,
2019-08-29,精誠甲字952007,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-08-29,精誠甲字952008,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-09-02,軍勤甲字931102,65000,新北市樹林區立仁街3號,臺北工務段,
2019-09-04,精誠甲字923020,10014,台東市岩灣路101巷598號,臺東火車站,
2019-09-04,精誠甲字251009,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2019-09-04,精誠甲字251001,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2019-09-04,精誠甲字251007,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2019-09-04,精誠甲字250410,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-09-04,精誠甲字250403,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-09-04,精誠甲字230400,65000,新北市鶯歌區八德路99號,岳崙營區,
2019-09-04,忠貞甲字942002,64000,高雄市鳥松區鳥松里21鄰忠義路500號,鐵衛營區,
2019-09-04,博愛甲字231405,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2019-09-04,博愛甲字221203,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2019-09-05,軍勤甲字921201,10014,台東市民航路1100號,臺東航空站,
2019-09-05,博愛甲字932040,63000,台北市北投區中央北路2段70號,復興崗營區,
2019-09-05,忠義甲字933001,10017,基隆市中山二路94號,居仁營區,
2019-09-05,忠義甲字931002,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區,
2019-09-06,博愛甲字932041,63000,臺北市北投區中央北路二段70號,復興崗校區,
2019-09-10,衛國甲字933001,68000,桃園市龍潭區九龍里中興路168號,健行營區,
2019-09-10,精誠甲字953003,66000,臺中市新社區興社街二段325號,龍翔營區,
2019-09-11,軍勤甲字951306,10008,南投縣埔里鎮南環路300號,埔里工務段,
2019-09-16,忠信甲字140302,64000,高雄市左營軍區成功一段3號,威海營區,
2019-09-16,博愛甲字952009,66000,臺中市西屯區青海路二段111號,青海營區,
2019-09-17,博愛甲字236600,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2019-09-17,精誠甲字923003,10015,花蓮縣新城鄉太平街7號,復興北營區,
2019-09-17,軍勤甲字941402,67000,臺南市新營區復興路701號,新營工務段,
2019-09-18,軍勤甲字941305,67000,臺南市新營區開元路81號,新營工務段,
2019-09-18,精誠甲字922002,10014,臺東縣卑南鄉泰安村361號,太平營區,
2019-09-18,精誠甲字933021,68000,桃園市龍潭區中正路三林段277號,龍城營區,
2019-09-18,精誠甲字933047,10004,新竹縣湖口鄉勝利路二段3號,湖口二營區,
2019-09-18,精誠甲字953031,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-09-18,仁愛甲字931004,63000,臺北市松山區民權東路4段121號,松山基地,
2019-09-18,仁愛甲字933003,63000,臺北市松山區民權東路4段121號,松山基地,
2019-09-18,忠貞甲字942003,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2019-09-19,仁愛甲字933004,63000,臺北市松山區民權東路4段121號,松山基地,
2019-09-19,仁愛甲字941006,67000,臺南市南區機場路905號,臺南基地,
2019-09-19,仁愛甲字931006,63000,臺北市松山區民權東路4段121號,松山基地,
2019-09-19,精誠甲字923007,10014,臺東縣卑南鄉泰安村361號,太平營區,
2019-09-20,精誠甲字943022,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2019-09-20,仁愛甲字943001,67000,臺南市南區機場路905號,臺南基地,
2019-09-20,博愛甲字952010,66000,臺中市西屯區青海路二段111號,青海營區,
2019-09-20,博愛甲字942006,64000,高雄市三民區武功巷52號,三民營區,
2019-09-20,博愛甲字942007,64000,高雄市三民區武功巷52號,三民營區,
2019-09-21,博愛甲字251408,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2019-09-21,博愛甲字251409,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2019-09-21,博愛甲字251401,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2019-09-21,博愛甲字251402,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2019-09-21,博愛甲字242700,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2019-09-21,博愛甲字241403,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2019-09-21,忠義甲字280100,64000,高雄市左營區成功一路1號,莊強營區,
2019-09-21,仁愛甲字250100,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2019-09-21,大業甲字240101,64000,高雄市左營區世運大道3號,南勝利營區,
2019-09-21,大業甲字240103,64000,高雄市左營區世運大道3號,南勝利營區,
2019-09-21,精誠甲字251004,10010,嘉義縣大林鎮沙崙村1號,中坑營區,
2019-09-21,精誠甲字231601,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2019-09-21,精誠甲字231602,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2019-09-21,精誠甲字241004,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2019-09-21,精誠甲字240202,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-09-23,仁愛甲字911003,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2019-09-23,仁愛甲字952009,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2019-09-23,仁愛甲字952011,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2019-09-23,仁愛甲字932005,65000,新北市淡水區崁頂92號,神鷹營區,
2019-09-23,博愛甲字943006,64000,高雄市三民區武功巷52號,三民營區,
2019-09-23,博愛甲字952011,66000,臺中市西屯區青海路二段111號,青海營區,
2019-09-24,博愛甲字233704,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-09-24,仁愛甲字912001,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2019-09-24,仁愛甲字913001,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2019-09-24,大業甲字943002,64000,高雄市林園區潭頭里潭頭路803號,勾踐營區,
2019-09-24,精誠甲字932011,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2019-09-25,精誠甲字932014,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2019-09-25,精誠甲字230700,65000,新北市鶯歌區八德路99號,岳崙營區,
2019-09-25,精誠甲字941002,64000,高雄市內門區內南里菜園頂24號,腳帛寮營區,
2019-09-26,精誠甲字952009,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-09-26,大業甲字943005,64000,高雄市林園區潭頭里潭頭路803號,勾踐營區,
2019-09-27,仁愛甲字922004,64000,高雄市仁武區中山路1號,考潭營區,
2019-09-27,精誠甲字952005,66000,臺中市南屯區同安西巷128130號,成功嶺營區,
2019-09-27,仁愛甲字932008,63000,臺北市南港區昆陽街165號,飛雕營區,
2019-09-27,博愛甲字952008,66000,臺中市西屯區青海路二段111號,青海營區,
2019-09-27,博愛甲字943007,64000,高雄市三民區武功巷52號,三民營區,
2019-09-28,博愛甲字241306,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2019-09-28,博愛甲字251405,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2019-09-28,精誠甲字231001,68000,桃園市平鎮區中豐路山頂段358號,虎嶺營區,
2019-09-28,精誠甲字231003,68000,桃園市平鎮區中豐路山頂段358號,虎嶺營區,
2019-09-28,精誠甲字240203,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-09-28,精誠甲字250806,67000,臺南市白河區內角里2號,內角營區,
2019-09-28,精誠甲字250404,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-09-28,精誠甲字250307,66000,臺中市烏日區學田路719號,成功嶺營區,
2019-09-30,博愛甲字943008,64000,高雄市三民區武功巷52號,三民營區,
2019-09-30,博愛甲字953702,66000,臺中市西屯區青海路二段111號,青海營區,
2019-10-01,博愛甲字932002,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2019-10-01,博愛甲字233705,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-01,精誠甲字923010,10014,臺東市志航路3段3號,志航營區,
2019-10-01,大業甲字943009,10013,屏東縣車城鄉溫泉村溫泉路20號,二重溪營區,
2019-10-02,精誠甲字941003,64000,高雄市左營區介壽路273號,長風營區,
2019-10-02,精誠甲字923016,10014,臺東市志航路3段3號,志航營區,
2019-10-02,博愛甲字932006,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2019-10-02,博愛甲字932007,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2019-10-03,博愛甲字932004,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2019-10-03,精誠甲字933030,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區,
2019-10-04,仁愛甲字932013,65000,新北市泰山區明志路三段354號,神箭營區,
2019-10-14,博愛甲字256600,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2019-10-14,精誠甲字942004,64000,高雄市鳳山區維武路1號,黃埔營區,
2019-10-15,精誠甲字942008,64000,高雄市鳳山區維武路1號,黃埔營區,
2019-10-16,精誠甲字942009,64000,高雄市鳳山區維武路1號營區,黃埔營區,
2019-10-16,精誠甲字231800,65000,新北市鶯歌區八德路99號,岳崙營區,
2019-10-17,精誠甲字943003,64000,高雄市鳳山區維武路1號營區,黃埔營區,
2019-10-17,精誠甲字943007,67000,臺南市新化區知義里新和庄551號,知義營區,
2019-10-18,精誠甲字943004,64000,高雄市鳳山區維武路1號營區,黃埔營區,
2019-10-18,精誠甲字953022,66000,臺中市和平區東關路一段岳武巷5號,麗陽營區,
2019-10-18,忠義甲字941001,64000,高雄市左營區介壽路10號,莊強營區,
2019-10-18,大業甲字943001,64000,高雄市梓官區信蚵里通安路500號,蚵仔寮營區,
2019-10-18,仁愛甲字952008,66000,臺中市太平區中山路2段348號,坪林營區,
2019-10-18,仁愛甲字942008,10013,屏東市勝利路330號,大聖東營區,
2019-10-19,博愛甲字233708,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-19,博愛甲字233709,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-19,博愛甲字233701,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-19,博愛甲字233702,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-19,博愛甲字251407,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2019-10-19,大業甲字240400,64000,高雄市梓官區信蚵里通安路500號,蚵仔寮營區,
2019-10-19,忠義甲字280200,64000,高雄市左營區成功路10號,莊強營區,
2019-10-19,精誠甲字240207,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-10-19,精誠甲字240209,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-10-19,精誠甲字240302,67000,臺南市大內區日新里新厝仔路45號,大內營區,
2019-10-19,精誠甲字240509,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-10-19,精誠甲字241006,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2019-10-19,精誠甲字250106,66000,臺中市和平區東關路一段岳武巷5號,麗陽營區,
2019-10-19,精誠甲字150300,66000,臺中市大里區健民路86號,竹坑營區,
2019-10-19,精誠甲字230200,10017,基隆市中山二路94號,居仁營區,
2019-10-23,精誠甲字953033,66000,臺中市新社區大南里崑南街243號,七分營區,
2019-10-23,忠實甲字953001,66000,臺中市東區精武路40號,經緯營區,
2019-10-24,精誠甲字932022,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區,
2019-10-26,精誠甲字231301,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-26,精誠甲字231307,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-26,精誠甲字231308,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-26,精誠甲字231309,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-10-26,精誠甲字240505,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-10-26,忠貞甲字240100,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2019-10-26,博愛甲字236700,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2019-11-02,精誠甲字240506,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-11-02,精誠甲字240905,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2019-11-02,精誠甲字231202,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-11-06,精誠甲字953008,66000,臺中市大里區健民路86號,竹坑營區,
2019-11-07,精誠甲字953007,66000,臺中市西屯區西屯路3段199號,坪頂營區,
2019-11-09,精誠甲字231204,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-11-09,精誠甲字240507,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-11-09,精誠甲字240508,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-11-09,精誠甲字240501,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2019-11-12,精誠甲字933007,68000,桃園市楊梅區高山里高獅路86巷101號,高山頂營區,
2019-11-12,精誠甲字943023,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2019-11-13,精誠甲字943026,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2019-11-13,精誠甲字933008,68000,桃園市龜山區復興街306號,金龍營區,
2019-11-14,精誠甲字933031,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區,
2019-11-14,精誠甲字943027,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2019-11-16,大業甲字240306,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2019-11-16,精誠甲字231206,65000,新北市淡水區中正路二段53號,忠莊營區,
2019-11-19,精誠甲字952019,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2019-11-20,精誠甲字952014,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2019-11-21,精誠甲字952020,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2019-12-07,大業甲字240202,10013,屏東縣車城鄉溫泉村溫泉路20號,二重溪營區,
2019-12-09,軍勤甲字931403,10004,新竹縣關西鎮北山里店子岡1號,關西工務段,
2019-12-14,大業甲字240203,10013,屏東縣車城鄉溫泉村溫泉路20號,二重溪營區,
2018-03-06,精誠甲字943006,67000,臺南市永康區中山南路363號,湯山營區,
2018-03-07,精誠甲字240101,67000,臺南市永康區中山南路363號,湯山營區,
2018-03-07,精誠甲字240102,67000,臺南市永康區中山南路363號,湯山營區,
2018-03-10,博愛甲字222400,10014,臺東縣卑南鄉泰安村361號,太平營區,
2018-03-10,博愛甲字231503,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-03-10,博愛甲字251604,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-03-12,博愛甲字932012,10017,基隆市信義區正信路203號,正信營區,
2018-03-13,博愛甲字932009,10017,基隆市信義區正信路203號,正信營區,
2018-03-14,博愛甲字932010,10017,基隆市信義區正信路203號,正信營區,
2018-03-16,精誠甲字943020,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2018-03-17,博愛甲字222500,10014,臺東縣卑南鄉泰安村361號,太平營區,
2018-03-17,博愛甲字211102,10016,澎湖縣湖西鄉西溪村13鄰西溪128號,太武北營區,
2018-03-17,博愛甲字251801,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-03-17,博愛甲字251802,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-03-17,博愛甲字251606,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-03-17,精誠甲字240903,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2018-03-17,精誠甲字240909,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2018-03-19,博愛甲字933702,10017,基隆市信義區正信路203號,正信營區,
2018-03-19,博愛甲字953014,10008,南投縣南投市民族路512號,明德營區,
2018-03-20,精誠甲字953016,66000,臺中市神岡區圳堵里神清路163號,圳堵營區,
2018-03-20,精誠甲字933005,68000,桃園市楊梅區高獅路86巷10之1號,高山頂營區,
2018-03-21,精誠甲字953017,66000,臺中市神岡區圳堵里神清路163號,圳堵營區,
2018-03-21,精誠甲字953032,66000,臺中市新社區興社街二段1之1號旁,東興營區,
2018-03-21,精誠甲字933006,68000,桃園市楊梅區高獅路86巷10之1號,高山頂營區,
2018-03-23,博愛甲字952018,10008,南投縣南投市民族路512號,明德營區,
2018-03-24,博愛甲字211101,10016,澎湖縣湖西鄉西溪村13鄰西溪128號,太武北營區,
2018-03-24,博愛甲字251804,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-03-24,博愛甲字251607,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-03-24,精誠甲字240309,67000,臺南市官田區官田里279號,官田營區,
2018-03-26,博愛甲字952019,10008,南投縣南投市民族路512號,明德營區,
2018-03-26,精誠甲字932026,68000,桃園市中壢區龍東路750號,建國營區,
2018-03-27,精誠甲字953010,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2018-03-27,精誠甲字932027,68000,桃園市中壢區龍東路750號,建國營區,
2018-03-28,精誠甲字953014,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2018-03-28,精誠甲字953015,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2018-03-28,精誠甲字932028,68000,桃園市中壢區龍東路750號,建國營區,
2018-03-28,精誠甲字933045,65000,新北市新店區復興路82號,新店西營區,
2018-03-29,精誠甲字932029,68000,桃園市中壢區龍東路750號,建國營區,
2018-03-30,博愛甲字952020,10008,南投縣南投市民族路512號,明德營區,
2018-03-30,精誠甲字933019,68000,桃園市中壢區龍東路750號,建國營區,
2018-04-02,博愛甲字953013,10008,南投縣南投市民族路512號,明德營區,
2018-04-09,仁愛甲字912002,10016,澎湖縣白沙鄉後寮村197附20號,白沙營區,
2018-04-10,精誠甲字953027,67000,臺南市白河區內角里2號,內角營區,
2018-04-10,博愛甲字952002,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-04-11,博愛甲字952003,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-04-11,精誠甲字943028,67000,臺南市永康區復興路410號,網寮北營區,
2018-04-12,精誠甲字953028,67000,臺南市白河區內角里2號,內角營區,
2018-04-13,博愛甲字952026,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2018-04-13,博愛甲字952027,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2018-04-13,博愛甲字952028,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2018-04-13,博愛甲字942011,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-04-14,博愛甲字231506,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-04-14,博愛甲字251701,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-04-14,博愛甲字251702,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-04-14,博愛甲字251708,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-04-14,博愛甲字251709,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-04-14,精誠甲字250408,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-04-14,精誠甲字250409,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-04-14,精誠甲字241005,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2018-04-14,博愛甲字241503,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-04-16,博愛甲字923701,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2018-04-16,博愛甲字943011,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-04-17,精誠甲字953029,67000,臺南市白河區內角里2號,內角營區,
2018-04-17,博愛甲字922001,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2018-04-17,博愛甲字932033,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2018-04-17,仁愛甲字931005,63000,臺北市民權東路四段121號,松山基地,
2018-04-17,仁愛甲字933002,63000,臺北市民權東路四段121號,松山基地,
2018-04-17,精誠甲字933011,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2018-04-17,忠貞甲字932003,68000,桃園市龜山區公西里復興街301之1號,慧敏營區,
2018-04-18,博愛甲字922003,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2018-04-18,博愛甲字932035,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2018-04-18,仁愛甲字932002,63000,臺北市民權東路四段121號,松山基地,
2018-04-18,精誠甲字933012,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2018-04-18,忠貞甲字952002,66000,臺中市大雅區中清路5段2號,硬漢營區,
2018-04-18,精誠甲字943029,67000,臺南市南區機場路905號,臺南基地,
2018-04-19,博愛甲字932036,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2018-04-19,忠貞甲字932007,68000,桃園市龜山區公西里復興街301之1號,慧敏營區,
2018-04-20,忠貞甲字932010,10017,基隆市中正區義一路3號,日新營區,
2018-04-20,博愛甲字952030,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2018-04-20,博愛甲字952031,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2018-04-20,博愛甲字922010,10014,臺東市中興路三段69巷100號,豐年營區,
2018-04-21,博愛甲字232600,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-04-21,博愛甲字232700,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-04-21,博愛甲字232800,10005,苗栗縣頭份市斗煥1991號,斗煥坪營區,
2018-04-21,博愛甲字251703,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-04-21,忠貞甲字250400,66000,臺中市大雅區中清路5段2號,硬漢營區,
2018-04-21,博愛甲字241504,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-04-21,忠貞甲字230102,68000,桃園市龜山區公西里復興街301之1號,慧敏營區,
2018-04-21,大業甲字240307,10013,屏東縣內埔鄉龍泉村中勝路400號,龍泉營區,
2018-04-23,博愛甲字922004,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2018-04-23,博愛甲字953015,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2018-04-23,博愛甲字922012,10014,臺東市中興路三段69巷100號,豐年營區,
2018-04-24,博愛甲字922008,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2018-04-24,仁愛甲字941003,64000,高雄市岡山區介壽西路西首1號,岡山基地,
2018-04-24,精誠甲字933040,65000,新北市鶯歌區八德路99號,岳崙營區,
2018-04-25,仁愛甲字942001,64000,高雄市岡山區介壽西路西首1號,岡山基地,
2018-04-25,精誠甲字933043,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2018-04-25,大業甲字240107,64000,高雄市左營區世運大道3號,南勝利營區,
2018-04-26,大業甲字943007,64000,高雄市左營區先鋒路9號,篤實營區,
2018-04-27,大業甲字943008,64000,高雄市左營區先鋒路9號,火牛營區,
2018-04-27,忠貞甲字932009,10002,宜蘭縣員山鄉復興路92號,員山營區,
2018-04-27,仁愛甲字932004,65000,新北市金山區永興里6鄰香果園246號,神雷營區,
2018-04-27,博愛甲字923004,10014,臺東市中興路三段69巷100號,豐年營區,
2018-05-01,精誠甲字932006,10017,基隆市七堵區明德三路40號,北五堵營區,
2018-05-02,精誠甲字932007,10017,基隆市七堵區明德三路40號,北五堵營區,
2018-05-02,忠貞甲字952003,66000,臺中市大雅區中清路5段2號,硬漢營區,
2018-05-02,大業甲字942005,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2018-05-03,精誠甲字933003,10017,基隆市七堵區明德三路40號,北五堵營區,
2018-05-03,大業甲字942007,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2018-05-04,仁愛甲字942011,10013,屏東縣枋山鄉加祿村加祿路192號,防訓中心,
2018-05-04,仁愛甲字941004,67000,臺南市南區機場路905號,臺南基地,
2018-05-04,大業甲字942008,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2018-05-04,精誠甲字932015,10004,新竹縣關西鎮老寮東平里1鄰22號,關西營區,
2018-05-05,精誠甲字251003,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2018-05-05,博愛甲字251706,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-05-05,博愛甲字231201,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2018-05-05,博愛甲字231202,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2018-05-05,博愛甲字231208,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2018-05-05,博愛甲字231209,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2018-05-05,忠貞甲字250600,66000,臺中市大雅區中清路5段2號,硬漢營區,
2018-05-05,博愛甲字241508,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-05-05,博愛甲字241509,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-05-05,博愛甲字241501,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-05-05,博愛甲字241502,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2018-05-05,忠貞甲字230103,68000,桃園市龜山區公西里復興街301之1號,慧敏營區,
2018-05-05,大業甲字240305,10013,屏東縣內埔鄉龍泉村中勝路400號,龍泉營區,
2018-05-05,精誠甲字230301,10004,新竹縣關西鎮老?寮東平里1鄰22號,關西營區,
2018-05-05,精誠甲字230308,10004,新竹縣關西鎮老?寮東平里1鄰22號,關西營區,
2018-05-07,博愛甲字933704,65000,新北市土城區仁愛路23號,仁愛營區,
2018-05-07,博愛甲字923005,10014,臺東市中興路三段69巷100號,豐年營區,
2018-05-08,博愛甲字933002,65000,新北市土城區仁愛路23號,仁愛營區,
2018-05-09,博愛甲字933003,65000,新北市土城區仁愛路23號,仁愛營區,
2018-05-09,精誠甲字952011,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2018-05-09,大業甲字240108,64000,高雄市左營區世運大道3號,南勝利營區,
