MusterCallsDate,MobilizatonSymbol,Countycode,RegistrationAddress,RecallUnit 
2020-07-14,忠義甲字941003,64000,高雄市左營區介壽路10號,莊強營區,
2020-07-14,大業甲字933004,68000,桃園市龜山區忠義路二段350號,下湖西營區,
2020-07-14,大業甲字942003,64000,高雄市左營區世運大道3號,南勝利營區,
2020-07-15,精誠甲字952011,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-07-15,精誠甲字952012,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-07-15,精誠甲字943043,64000,高雄市旗山區旗楠二路25號,衛光營區,
2020-07-15,精誠甲字953034,66000,臺中市烏日區成功西路1號,經實營區,
2020-07-16,仁愛甲字923003,10014,臺東縣臺東市志航路3段3號,志航基地,
2020-07-16,仁愛甲字922001,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地,
2020-07-16,仁愛甲字932002,63000,臺北市松山區民權東路4段121號,松山基地,
2020-07-16,仁愛甲字941006,67000,臺南市南區機場路905號,臺南基地,
2020-07-16,仁愛甲字943001,67000,臺南市南區機場路905號,臺南基地,
2020-07-16,仁愛甲字952001,66000,臺中市大雅區中清路5段2號,清泉崗基地,
2020-07-18,博愛甲字231503,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區,
2020-07-18,博愛甲字233605,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-07-18,博愛甲字251403,66000,臺中市烏區榮泉里中山路三段502號,成功嶺營區,
2020-07-18,精誠甲字230104,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2020-07-20,博愛甲字932012,10017,基隆市信義區正信路203號,正信營區,
2020-07-21,博愛甲字932009,10017,基隆市信義區正信路203號,正信營區,
2020-07-22,博愛甲字932010,10017,基隆市信義區正信路203號,正信營區,
2020-07-23,博愛甲字933702,10017,基隆市信義區正信路203號,正信營區,
2020-07-24,博愛甲字942011,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2020-07-24,博愛甲字952027,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2020-07-24,仁愛甲字952010,10010,嘉義縣水上鄉榮典路1號,捷雷營區,
2020-07-24,仁愛甲字943008,64000,高雄市仁武區中山路1號,考潭營區,
2020-07-25,博愛甲字251404,66000,臺中市烏區榮泉里中山路三段502號,成功嶺營區,
2020-07-25,博愛甲字232600,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區,
2020-07-25,博愛甲字232700,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區,
2020-07-25,博愛甲字232800,10005,苗栗縣頭份鎮斗煥里191之1號,斗煥坪營區,
2020-07-25,博愛甲字233805,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-07-25,博愛甲字241503,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2020-07-25,精誠甲字230107,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2020-07-25,精誠甲字231102,68000,桃園市八德市介壽路2段1265號,更寮腳營區,
2020-07-27,博愛甲字952028,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2020-07-27,博愛甲字943011,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2020-07-29,忠貞甲字922002,10014,臺東縣卑南鄉泰安村361號,太平營區,
2020-07-31,博愛甲字952029,10010,嘉義縣大林鎮過溪里崎頂1號,精忠營區,
2020-08-01,忠興甲字230200,63000,臺北市北投區中央北路二段70號,復興岡營區,
2020-08-01,博愛甲字241504,10013,屏東縣枋寮鄉忠誠路1號,新開營區,
2020-08-01,博愛甲字233806,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-08-01,博愛甲字233807,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-08-01,博愛甲字233801,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-08-01,博愛甲字251406,66000,臺中市烏區榮泉里中山路三段502號,成功嶺營區,
2020-08-01,博愛甲字251801,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區,
2020-08-01,博愛甲字251802,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區,
2020-08-01,精誠甲字230101,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2020-08-01,精誠甲字230109,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2020-08-03,博愛甲字952030,10020,嘉義市東區大雅路二段206號,介壽營區,
2020-08-04,博愛甲字932037,63000,臺北市北投區中央北路2段70號,復興崗校區,
2020-08-04,精誠甲字933029,10004,新竹縣湖口鄉八德路3段11巷12號,長安營區,
2020-08-05,博愛甲字932038,63000,臺北市北投區中央北路2段70號,復興崗校區,
2020-08-05,仁愛甲字952002,66000,臺中市大雅區中清路5段2號,清泉崗基地,
2020-08-06,博愛甲字932039,63000,臺北市北投區中央北路2段70號,復興崗校區,
2020-08-07,博愛甲字952031,10020,嘉義市東區大雅路二段206號,介壽營區,
2020-08-07,軍勤甲字951102,66000,臺中市烏日區光日路2251號,臺中工務段,
2020-08-08,博愛甲字251804,10005,苗栗縣頭份市斗煥里199之1號,斗煥坪營區,
2020-08-08,博愛甲字252200,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-08-08,博愛甲字252300,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-08-08,博愛甲字241508,10013,屏東縣枋寮鄉忠誠路1號,新開營區,
2020-08-08,博愛甲字241509,10013,屏東縣枋寮鄉忠誠路1號,新開營區,
2020-08-08,博愛甲字241501,10013,屏東縣枋寮鄉忠誠路1號,新開營區,
2020-08-08,博愛甲字241502,10013,屏東縣枋寮鄉忠誠路1號,新開營區,
2020-08-08,仁愛甲字230100,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2020-08-08,忠義甲字280600,64000,高雄市左營區成功一路1號,莊強營區,
2020-08-10,博愛甲字256400,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-08-10,博愛甲字953016,10020,嘉義市東區大雅路二段206號,介壽營區,
2020-08-10,博愛甲字953017,10020,嘉義市東區大雅路二段206號,介壽營區,
2020-08-10,博愛甲字953018,10020,嘉義市東區大雅路二段206號,介壽營區,
2020-08-11,博愛甲字933701,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2020-08-11,仁愛甲字951001,66000,臺中市大雅區中清路5段2號,清泉崗基地,
2020-08-11,精誠甲字933011,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2020-08-12,精誠甲字933012,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2020-08-12,精誠甲字933043,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2020-08-12,精誠甲字943033,64000,高雄市大樹區九曲里九曲路451號,九曲堂營區,
2020-08-12,精誠甲字943024,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2020-08-12,博愛甲字932001,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2020-08-12,衛國甲字933002,68000,桃園市龍潭區中興路168號1,健行營區,
2020-08-13,博愛甲字932003,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2020-08-13,精誠甲字943025,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2020-08-13,精誠甲字953027,67000,臺南市白河區內角里2號,內角營區,
2020-08-14,仁愛甲字932010,65000,新北市三峽區中正路三段1號,光武營區,
2020-08-14,博愛甲字932005,10002,宜蘭縣宜蘭市金六結路236號,軍功營區,
2020-08-14,博愛甲字952019,10008,南投縣南投市民族路512號,明德營區,
2020-08-14,仁愛甲字933005,63000,臺北市內湖區堤頂大道一段389號,民權營區,
2020-08-15,博愛甲字231406,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-08-15,博愛甲字221205,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-08-15,博愛甲字222500,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-08-15,博愛甲字251204,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-08-15,博愛甲字232500,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-08-15,衛國甲字230200,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-08-15,忠信甲字140102,64000,高雄市旗山區華山路11號,華山營區,
2020-08-15,精誠甲字250700,10008,南投縣集集鎮田寮里龍泉巷15號,岳崗營區,
2020-08-15,精誠甲字241100,64000,高雄市旗山區旗南三路234號,嶺口營區,
2020-08-15,精誠甲字250306,66000,臺中市烏日區學田路719號,成功嶺營區,
2020-08-17,博愛甲字952020,10008,南投縣南投市民族路512號,明德營區,
2020-08-18,精誠甲字923002,10015,花蓮縣吉安鄉中正路2段306號,南埔營區,
2020-08-18,精誠甲字932006,10017,基隆市七堵區民德三路40號,北五堵營區,
2020-08-18,精誠甲字932021,10004,新竹縣湖口鄉八德路3段11巷12號,長安營區,
2020-08-18,精誠甲字953028,67000,臺南市白河區內角里2號,內角營區,
2020-08-18,大業甲字943006,64000,高雄市左營區世運大道3號,南勝利營區,
2020-08-19,精誠甲字951001,66000,臺中市大雅區清泉路6之60號,大肚山營區,
2020-08-19,精誠甲字933046,68000,桃園市龍潭區九龍村中興路61號,中興營區,
2020-08-19,精誠甲字932007,10017,基隆市七堵區民德三路40號,北五堵營區,
2020-08-19,衛國甲字953001,66000,臺中市太平區中山路二段348號,坪林營區,
2020-08-20,精誠甲字933003,10017,基隆市七堵區民德三路40號,北五堵營區,
2020-08-20,精誠甲字953029,67000,臺南市白河區內角里2號,內角營區,
2020-08-20,大業甲字943004,64000,高雄市左營區世運大道3號,南勝利營區,
2020-08-21,軍勤甲字941101,64000,高雄市左營區站前路5號之2,臺灣鐵路管理局高雄工務段,
2020-08-21,博愛甲字952021,10008,南投縣南投市民族路512號,明德營區,
2020-08-22,博愛甲字251504,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-08-22,博愛甲字222400,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-08-22,博愛甲字221207,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-08-22,博愛甲字231407,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-08-22,大業甲字230100,10017,基隆市中山二路94號,居仁營區,
2020-08-22,精誠甲字230800,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-08-24,博愛甲字953014,10008,南投縣南投市民族路512號,明德營區,
2020-08-25,大業甲字933003,68000,桃園市龜山區新興街350號,下湖西營區,
2020-08-26,精誠甲字230110,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2020-08-26,精誠甲字230108,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2020-08-27,精誠甲字932016,10004,新竹縣關西鎮東平里老?寮1鄰22號,關西營區,
2020-08-28,博愛甲字953013,10008,南投縣南投市民族路512號,明德營區,
2020-09-01,大業甲字943010,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2020-09-02,大業甲字943011,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2020-09-04,精誠甲字943019,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2020-09-05,精誠甲字260200,9020,金門縣金湖鎮士校路1號,太湖營區,
2020-09-05,精誠甲字230308,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-09-05,精誠甲字231504,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區,
2020-09-05,精誠甲字231507,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區,
2020-09-05,精誠甲字231501,10004,新竹縣湖口鄉長嶺村八德路三段11巷12號,長安營區,
2020-09-05,精誠甲字250402,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-09-05,精誠甲字241002,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2020-09-05,博愛甲字231408,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-09-05,博愛甲字231409,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-09-05,博愛甲字231401,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-09-05,博愛甲字231402,10005,苗栗縣頭份市斗煥里斗煥199之1號,斗煥坪營區,
2020-09-05,博愛甲字221208,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-05,博愛甲字221209,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-05,博愛甲字221201,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-05,博愛甲字221202,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-07,博愛甲字256700,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-09-08,博愛甲字923701,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2020-09-08,軍勤甲字941306,67000,臺南市新化區大德路60號,新化工務段,
2020-09-08,軍勤甲字921305,10015,花蓮縣秀林鄉富世村144號,太魯閣工務段,
2020-09-08,衛國甲字933003,63000,臺北市內湖區成功路二段325號,源遠營區,
2020-09-09,軍勤甲字931304,10018,新竹市崧嶺路2段40號,新竹工務段,
2020-09-09,軍勤甲字951301,10005,苗栗縣頭屋鄉尖豐路141之8號,苗栗工務段,
2020-09-09,博愛甲字922001,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2020-09-09,博愛甲字922008,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2020-09-09,大業甲字943008,64000,高雄市左營區先鋒路9號,火牛營區,
2020-09-10,大業甲字942001,64000,高雄市左營區世運大道3號,南勝利營區,
2020-09-10,博愛甲字922003,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2020-09-10,博愛甲字922004,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2020-09-11,大業甲字942002,64000,高雄市左營區世運大道3號,南勝利營區,
2020-09-11,仁愛甲字932009,63000,臺北市松山區撫遠街430號,天雕營區,
2020-09-12,仁愛甲字220300,10014,臺東縣臺東市志航路3段3號,志航基地,
2020-09-12,仁愛甲字120200,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地,
2020-09-12,大業甲字240204,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2020-09-12,大業甲字240500,64000,高雄市左營區世運大道3號,興夏營區,
2020-09-12,精誠甲字240305,67000,台南市官田區官田里279號,官田營區,
2020-09-12,精誠甲字240301,67000,台南市官田區官田里官田路279號,官田營區,
2020-09-12,精誠甲字240600,64000,高雄市旗山區旗南三路234號,嶺口營區,
2020-09-12,精誠甲字240310,67000,台南市官田區官田里官田路279號,官田營區,
2020-09-12,精誠甲字260301,9020,金門縣烈嶼鄉后宅庵頂二營區,庵頂營區,
2020-09-12,精誠甲字251005,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2020-09-12,精誠甲字251101,10008,南投縣集集鎮田寮里龍泉巷15號,岳崗營區,
2020-09-12,忠貞甲字220100,10015,花蓮縣花蓮市府前路25號,美崙營區,
2020-09-12,博愛甲字231103,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-09-12,博愛甲字251505,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-09-12,博愛甲字241308,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-12,博愛甲字241309,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-12,博愛甲字241301,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-12,博愛甲字241302,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-14,博愛甲字942008,64000,高雄市三民區武功巷52號,三民營區,
2020-09-14,仁愛甲字911001,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2020-09-15,仁愛甲字911002,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2020-09-15,仁愛甲字913002,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2020-09-15,大業甲字932001,10017,基隆市中山二路94號,居仁營區,
2020-09-15,博愛甲字943003,64000,高雄市三民區武功巷52號,三民營區,
2020-09-15,博愛甲字943004,64000,高雄市三民區武功巷52號,三民營區,
2020-09-15,博愛甲字943005,64000,高雄市三民區武功巷52號,三民營區,
2020-09-16,博愛甲字943009,64000,高雄市三民區武功巷52號,三民營區,
2020-09-16,衛國甲字943003,64000,高雄市岡山區大義二路1號,岡山醫院,
2020-09-16,仁愛甲字943004,67000,臺南市仁德區仁愛里保仁路195號,長安營區,
2020-09-16,精誠甲字943005,67000,臺南市歸仁區七甲村南丁路188號,歸仁營區,
2020-09-16,精誠甲字923004,10014,臺東縣卑南鄉泰安村361號,太平營區,
2020-09-16,精誠甲字933009,68000,桃園市中壢區龍岡路三段353號,龍門營區,
2020-09-17,精誠甲字932015,10004,新竹縣關西鎮東平里老?寮1鄰22號,關西營區,
2020-09-17,精誠甲字933022,68000,桃園市龍潭區中正路三林段277號,龍城營區,
2020-09-17,精誠甲字923008,10014,臺東縣卑南鄉泰安村361號,太平營區,
2020-09-18,精誠甲字953021,66000,臺中市和平區東關路一段岳武巷5號,麗陽營區,
2020-09-18,仁愛甲字912002,10016,澎湖縣白沙鄉後寮村197附20號,白沙營區,
2020-09-18,仁愛甲字933006,65000,新北市淡水區崁頂里92號,神鷹營區,
2020-09-18,博愛甲字943702,64000,高雄市三民區武功巷52號,三民營區,
2020-09-18,軍勤甲字931501,68000,桃園市大園區航站南路9號,桃園機場第二航廈北側一樓1019簡報室,
2020-09-19,忠貞甲字240200,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2020-09-19,博愛甲字231106,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-09-19,博愛甲字241303,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-09-19,博愛甲字251506,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2020-09-19,仁愛甲字240200,10013,屏東縣屏東市勝利路330號,屏東基地,
2020-09-19,仁愛甲字120500,10014,臺東縣臺東市志航路3段3號,志航基地,
2020-09-19,大業甲字240307,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2020-09-19,忠信甲字130101,68000,桃園市中壢區龍東路21號,龍游營區,
2020-09-19,精誠甲字240204,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-09-19,精誠甲字250101,66000,臺中市和平區東關路一段岳武巷5號,麗陽營區,
2020-09-19,精誠甲字250304,66000,臺中市烏日區學田路719號,成功嶺營區,
2020-09-21,博愛甲字236200,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-09-21,博愛甲字953008,66000,臺中市西屯區青海路二段111號,青海營區,
2020-09-22,大業甲字943007,64000,高雄市左營區先鋒路9號,篤實營區,
2020-09-23,精誠甲字953002,66000,臺中市新社區興社街二段325號,龍翔營區,
2020-09-23,精誠甲字923012,10014,臺東市中興路3段69巷120號,豐年西營區,
2020-09-24,精誠甲字953001,66000,臺中市太平區光興路1001號,光隆營區,
2020-09-25,博愛甲字953006,66000,臺中市西屯區青海路二段111號,青海營區,
2020-09-25,博愛甲字953007,66000,臺中市西屯區青海路二段111號,青海營區,
2020-09-29,軍勤甲字941403,67000,臺南市白河區崁頭里崁子頭6537號,白河工務段,
2020-10-05,精誠甲字942005,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-06,精誠甲字942006,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-06,精誠甲字923018,10014,臺東市中興路4段763巷86號,利嘉營區,
2020-10-07,精誠甲字942010,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-07,精誠甲字943029,67000,臺南市南區機場路905號,臺南基地,
2020-10-08,精誠甲字943014,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-12,忠信甲字130301,68000,桃園市中壢區龍岡路三段460巷190號,龍岩營區,
2020-10-12,博愛甲字256500,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-10-13,博愛甲字933705,68000,桃園市桃園區介壽路322號,介壽營區,
2020-10-13,精誠甲字943015,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-14,精誠甲字943016,64000,高雄市大樹區久堂村久堂路19520號,仁美營區,
2020-10-14,忠義甲字941002,64000,高雄市左營區介壽路10號,莊強營區,
2020-10-14,精誠甲字220200,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2020-10-14,博愛甲字933006,68000,桃園市桃園區介壽路322號,介壽營區,
2020-10-14,博愛甲字933008,68000,桃園市桃園區介壽路322號,介壽營區,
2020-10-14,衛國甲字933004,63000,臺北市松山區健康路131號,健康營區,
2020-10-15,忠義甲字943001,64000,高雄市左營區介壽路10號,莊強營區,
2020-10-16,忠實甲字933001,63000,臺北市南港區昆陽街165號,光華營區,
2020-10-17,忠貞甲字240300,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2020-10-17,博愛甲字251708,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-10-17,博愛甲字251709,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-10-17,博愛甲字251701,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-10-17,博愛甲字251702,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-10-17,博愛甲字241304,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-10-17,博愛甲字231107,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-10-17,忠義甲字280900,10017,基隆市中山二路94號,居仁營區,
2020-10-17,精誠甲字130100,10002,宜蘭縣三星鄉貴林村貴林路2段2號,紅柴林營區,
2020-10-17,精誠甲字231002,68000,桃園市平鎮區中豐路山頂段358號,虎嶺營區,
2020-10-17,精誠甲字240205,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-17,精誠甲字240208,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-17,精誠甲字251102,10008,南投縣集集鎮田寮里龍泉巷15號,岳崗營區,
2020-10-20,博愛甲字932023,68000,桃園市桃園區介壽路322號,介壽營區,
2020-10-21,博愛甲字932024,68000,桃園市桃園區介壽路322號,介壽營區,
2020-10-21,博愛甲字932026,68000,桃園市桃園區介壽路322號,介壽營區,
2020-10-21,衛國甲字933005,63000,臺北市北投區新民路60號,北投營區,
2020-10-21,忠實甲字953002,66000,臺中市東區振興路178號,新實營區,
2020-10-21,精誠甲字943028,67000,臺南市新化區那菝林167號,那菝林營區,
2020-10-22,仁愛甲字921006,10014,臺東縣臺東市志航路3段3號,志航基地,
2020-10-22,軍勤甲字961201,9020,金門縣金湖鎮尚義機場2號,金門航空站,
2020-10-23,忠實甲字933002,10002,宜蘭縣礁溪鄉礁溪路5段1號,光旭營區,
2020-10-24,衛國甲字230100,68000,桃園市龍潭區中興路168號,健行營區,
2020-10-24,博愛甲字241305,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-10-24,博愛甲字233703,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-10-24,博愛甲字251703,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-10-24,大業甲字140300,64000,高雄市左營區先鋒路1號,厚綵營區,
2020-10-24,大業甲字140600,64000,高雄市左營區先鋒路1號,忠信營區,
2020-10-24,精誠甲字240206,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-24,精誠甲字240201,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-24,精誠甲字140200,67000,臺南市新化區知義里新和庄551號,知義營區,
2020-10-24,精誠甲字220200,10015,花蓮縣新城鄉嘉里村嘉里路161號,北埔營區,
2020-10-24,精誠甲字230305,10005,苗栗縣頭份鎮斗煥里1991號,斗煥坪營區,
2020-10-27,精誠甲字932020,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2020-10-28,衛國甲字923001,10015,花蓮縣新城鄉嘉里村嘉里路163號,北埔營區,
2020-10-28,忠貞甲字942001,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2020-10-31,博愛甲字251706,66000,臺中市烏日區榮泉里中山路三段502號,成功嶺營區,
2020-10-31,博愛甲字233706,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-10-31,博愛甲字241307,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2020-10-31,精誠甲字250805,67000,臺南市白河區內角里2號,內角營區,
2020-10-31,精誠甲字250900,10009,雲林縣斗六市石榴路228號,大埔營區,
2020-10-31,精誠甲字240502,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-10-31,精誠甲字250105,66000,臺中市和平區東關路一段岳武巷5號,麗陽營區,
2020-11-04,忠貞甲字943001,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2020-11-05,精誠甲字932025,10004,新竹縣湖口鄉鳳山村勝利路2段358號,湖口四營區,
2020-11-06,軍勤甲字941301,64000,高雄市鳳山區勝利路10號,海軍明德訓練班,
2020-11-07,博愛甲字233707,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-11-07,精誠甲字240503,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-11-10,精誠甲字932019,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2020-11-10,精誠甲字953004,66000,臺中市大里區健民路86號,竹坑營區,
2020-11-11,精誠甲字953005,66000,臺中市大里區健民路86號,竹坑營區,
2020-11-11,大業甲字943012,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2020-11-12,大業甲字943013,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2020-11-12,精誠甲字953006,66000,臺中市大里區健民路86號,竹坑營區,
2020-11-14,大業甲字240205,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2020-11-14,精誠甲字240504,64000,高雄市鳳山區維武路1號,黃埔營區,
2020-11-14,精誠甲字231207,65000,新北市淡水區中正路2段53號,忠莊營區,
2020-11-14,精誠甲字231208,65000,新北市淡水區中正路2段53號,忠莊營區,
2020-11-14,精誠甲字231209,65000,新北市淡水區中正路2段53號,忠莊營區,
2020-11-14,精誠甲字231201,65000,新北市淡水區中正路二段53號,忠莊營區,
2020-11-21,精誠甲字231203,65000,新北市淡水區中正路2段53號,忠莊營區,
2020-11-21,精誠甲字231704,10004,新竹縣湖口鄉鳳山村勝利路2段358號,湖口四營區,
2020-11-21,忠義甲字240100,64000,高雄市左營區介壽路10號,莊強營區,
2020-11-28,大業甲字240102,64000,高雄市左營區世運大道3號,南勝利營區,
2020-11-28,大業甲字240109,64000,高雄市左營區世運大道3號,南勝利營區,
2020-11-28,精誠甲字231205,65000,新北市淡水區中正路2段53號,忠莊營區,
2020-12-05,精誠甲字240307,67000,台南市官田區官田里官田路279號,官田營區,
2020-12-05,精誠甲字250804,67000,臺南市白河區內角里2號,內角營區,
2020-12-09,軍勤甲字931404,10002,宜蘭縣礁溪鄉白雲村渭水路1號,頭城工務段,
2019-03-07,精誠甲字933028,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2019-03-09,精誠甲字240103,67000,臺南市永康區中山南路363號,湯山營區,
2019-03-09,博愛甲字231203,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2019-03-09,博愛甲字241404,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2019-03-09,博愛甲字242500,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2019-03-09,博愛甲字251601,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-03-09,博愛甲字251602,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-03-09,博愛甲字251608,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-03-09,博愛甲字251609,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2019-03-12,忠貞甲字932004,68000,桃園市龜山區公西里復興街301之1號,慧敏營區,
2019-03-12,精誠甲字933014,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2019-03-13,精誠甲字933013,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
